transform	maxChar	path	score	size	text
normal	300	gutenberg/4/1/2/7/41270/old/41270.txt	0.73	300	who had put their lives in his keeping. He first served under a great master, Captain Sturt, whom he accompanied in the capacity of draughtsman to the expedition which started for the centre of Australia in 1844. His own responsible and eminently successful labours in the same field will be sketched
normal	300	gutenberg/4/1/2/7/41270/old/41270-8.txt	0.73	299	had put their lives in his keeping. He first served under a great master, Captain Sturt, whom he accompanied in the capacity of draughtsman to the expedition which started for the centre of Australia in 1844. His own responsible and eminently successful labours in the same field will be sketched in
normal	300	gutenberg/4/1/2/7/41270/41270-0.txt	0.73	300	who had put their lives in his keeping. He first served under a great master, Captain Sturt, whom he accompanied in the capacity of draughtsman to the expedition which started for the centre of Australia in 1844. His own responsible and eminently successful labours in the same field will be sketched
normal	300	gutenberg/4/3/0/3/43032/old/43032-8.txt	0.73	298	in a man, try if there be no good spirit capable of protecting you. The universal testimony of mankind is in favor of supernatural agencies. We should ponder well ere we throw from us such aid." Frederic smiled, and rose to take his leave. Advice so different from what he had expected was scarcely
normal	300	gutenberg/4/3/0/3/43032/43032-0.txt	0.73	298	in a man, try if there be no good spirit capable of protecting you. The universal testimony of mankind is in favor of supernatural agencies. We should ponder well ere we throw from us such aid." Frederic smiled, and rose to take his leave. Advice so different from what he had expected was scarcely
normal	300	gutenberg/4/3/0/3/43032/old/43032.txt	0.73	298	in a man, try if there be no good spirit capable of protecting you. The universal testimony of mankind is in favor of supernatural agencies. We should ponder well ere we throw from us such aid." Frederic smiled, and rose to take his leave. Advice so different from what he had expected was scarcely
normal	300	gutenberg/4/6/9/3/46933/46933-0.txt	0.73	298	for regretful comment for years past. Long ago it was pointed out that villains no longer employ direct and honorable methods like murder and assault. The sum of their criminal activities is a stock-market operation that ruins the hero. Things have gone from bad to worse. Now you cannot tell which
normal	300	gutenberg/4/6/9/3/46933/old/46933-8.txt	0.73	298	for regretful comment for years past. Long ago it was pointed out that villains no longer employ direct and honorable methods like murder and assault. The sum of their criminal activities is a stock-market operation that ruins the hero. Things have gone from bad to worse. Now you cannot tell which
normal	300	gutenberg/4/6/9/3/46933/old/46933.txt	0.73	298	for regretful comment for years past. Long ago it was pointed out that villains no longer employ direct and honorable methods like murder and assault. The sum of their criminal activities is a stock-market operation that ruins the hero. Things have gone from bad to worse. Now you cannot tell which
normal	300	gutenberg/4/9/6/8/49681/old/49681-8.txt	0.73	297	day. But his valorous and impetuous disposition caused him to reject the counsels of prudence. He burned to mingle with the fight. "By Saint Louis!" he cried to Bonnivet, who was sheathed from head to foot in glittering mail, and bestrode a powerful charger, "I cannot look tamely on and allow the
normal	300	gutenberg/7/3/5/4/73547/73547-0.txt	0.73	299	eventually succeeded beyond his highest expectations, for old letters, diaries and sheaves of unpublished memoirs in cobwebbed Providence garrets and elsewhere yielded many illuminating passages which their writers had not thought it worth their while to destroy. One important sidelight came from a
normal	300	gutenberg/7/4/5/9/74598/74598-0.txt	0.73	299	very adequate aids to respectability, since the enigma was now meandering backwards to what was from his point of view its most undesirable solution--namely, that Kathleen should console Fred for Trixie's desertion to himself. He did not at all like to be closeted with Trixie against Fred's express
normal	300	gutenberg/8/8/8/8880/8880-8.txt	0.73	298	object of his attentions, and leaves nothing to doubt, or uncertainty." "I am glad you approve of such fair and frank proceedings;--though but a moment remains to say what I wish, it will suffice to add, that the course Guert Ten Eyck has taken towards Mary Wallace, Cornelius Littlepage would wish
normal	300	gutenberg/8/8/8/8880/8880.txt	0.73	297	the object of his attentions, and leaves nothing to doubt, or uncertainty." "I am glad you approve of such fair and frank proceedings;--though but a moment remains to say what I wish, it will suffice to add, that the course Guert Ten Eyck has taken towards Mary Wallace, Cornelius Littlepage would
normal	300	gutenberg/5/3/2/7/53277/old/53277-0.txt	0.73	300	sketch is all I can possibly permit to be published respecting myself and my family; and as must be the lot of humanity, when we look back seven or eight years, even what follows cannot be drawn up without some very painful recollections. The idea which our inimitable Wilkie adopted was to represent
normal	300	gutenberg/5/3/2/7/53277/53277-0.txt	0.73	300	sketch is all I can possibly permit to be published respecting myself and my family; and as must be the lot of humanity, when we look back seven or eight years, even what follows cannot be drawn up without some very painful recollections. The idea which our inimitable Wilkie adopted was to represent
normal	300	gutenberg/3/3/5/3350/old/es12v10.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/5/3350/old/es12v11.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/5/3350/3350.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/5/3350/3350-0.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl’s poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/4/3340/3340.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/4/3340/old/es02v11.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/3/3/4/3340/old/es02v10.txt	0.73	298	complaint entrusted to a friendly hearer. From that day Agricola and she held frequent consultations; they gave each other mutual encouragement: but with this exception, no one else knew anything of the girl's poetical essays, whose mild timidity made her often pass for a person of weak intellect.
normal	300	gutenberg/7/2/2/6/72262/72262-0.txt	0.73	298	they looked upon him as a kind of prime minister, that guided so important a machine.’[653] Wade, writing to Mr Pelham from Blair, 20th July 1728, says: ‘I am now with all possible diligence carrying on the new road for wheel-carriage between Dunkeld and Inverness, of about eighty measured English
normal	300	gutenberg/7/4/0/8/74083/74083-0.txt	0.73	293	not peculiarly his own. His scholarship is sufficient and available—his command of language very great. In a vigorous figurative expression—a quality seldom allowed him—he has indeed few equals. As this point is disputed, we will adduce from the volumes before us one or two instances, more to
normal	300	gutenberg/1/8/8/1/18810/18810-0.txt	0.73	300	quite--which was a just conclusion, and might have been arrived at upon less remarkable though more important grounds. Occasionally he would read something of Byron's; and it was a delight to him such as he had never known before, to see Kate's strangely beautiful eyes flash with actual visible fire
normal	300	gutenberg/1/8/8/1/18810/18810.txt	0.73	300	quite--which was a just conclusion, and might have been arrived at upon less remarkable though more important grounds. Occasionally he would read something of Byron's; and it was a delight to him such as he had never known before, to see Kate's strangely beautiful eyes flash with actual visible fire
normal	300	gutenberg/2/5/6/2/25624/25624-8.txt	0.73	300	position of places." This dictum was illustrated by the scene spread out beneath us. Seen from a balloon the streets of a rambling town resolve themselves into beautifully defined curves, straight lines, and various other highly respectable geometrical shapes. We could not at any time make out forms
normal	300	gutenberg/2/5/6/2/25624/25624.txt	0.73	300	position of places." This dictum was illustrated by the scene spread out beneath us. Seen from a balloon the streets of a rambling town resolve themselves into beautifully defined curves, straight lines, and various other highly respectable geometrical shapes. We could not at any time make out forms
normal	300	gutenberg/4/5/2/5/45259/old/45259-8.txt	0.73	298	tidy rooms lit by electric light. I was allowed to hold in my hand a packet of new shining coins worth about 10,000,000 dollars.[163] Then I understood why so little gold and silver are in circulation. The Americans prefer dirty, unpleasant paper notes to metal, because they find them so much more
normal	300	gutenberg/4/5/2/5/45259/45259-0.txt	0.73	298	tidy rooms lit by electric light. I was allowed to hold in my hand a packet of new shining coins worth about 10,000,000 dollars.[163] Then I understood why so little gold and silver are in circulation. The Americans prefer dirty, unpleasant paper notes to metal, because they find them so much more
normal	300	gutenberg/4/5/2/5/45259/old/45259-0.txt	0.73	298	tidy rooms lit by electric light. I was allowed to hold in my hand a packet of new shining coins worth about 10,000,000 dollars.[163] Then I understood why so little gold and silver are in circulation. The Americans prefer dirty, unpleasant paper notes to metal, because they find them so much more
normal	300	gutenberg/6/5/4/6/65464/65464-0.txt	0.73	299	matters, and a long discussion took place upon Peace’s various inventions. It was evident that Mr. Whittock had a great opinion of Mr. Thompson, whom he frequently complimented. Bill listened, but said nothing. Presently the gentleman rose to take his departure. “I shall expect to see you to-morrow
normal	300	gutenberg/6/5/4/6/65464/old/65464-0.txt	0.73	299	matters, and a long discussion took place upon Peace’s various inventions. It was evident that Mr. Whittock had a great opinion of Mr. Thompson, whom he frequently complimented. Bill listened, but said nothing. Presently the gentleman rose to take his departure. “I shall expect to see you to-morrow
normal	300	gutenberg/2/6/0/8/26088/26088.txt	0.73	300	superior smile, which seemed to desire his gratuitous informant to tell him something he didn't know. This unspoken request was about to be gratified. "Dusta ken who came down last?" Natt waved his hand in silent censure of so much unnecessary zeal, and passed on. Promptly as the clock struck eight,
normal	300	gutenberg/2/6/0/8/26088/26088-8.txt	0.73	300	superior smile, which seemed to desire his gratuitous informant to tell him something he didn't know. This unspoken request was about to be gratified. "Dusta ken who came down last?" Natt waved his hand in silent censure of so much unnecessary zeal, and passed on. Promptly as the clock struck eight,
normal	300	gutenberg/6/6/3/6630/6630-0.txt	0.73	293	rings, while one or two huge masses seem to give promise of transformation into stellar bodies of unusual magnitude. I say “rings” because although the loops encompassing the Andromeda Nebula have been called spirals by those who wish utterly to demolish Laplace’s hypothesis, yet they are not
normal	300	gutenberg/6/6/3/6630/old/6630-8.txt	0.73	295	rings, while one or two huge masses seem to give promise of transformation into stellar bodies of unusual magnitude. I say ``rings'' because although the loops encompassing the Andromeda Nebula have been called spirals by those who wish utterly to demolish Laplace's hypothesis, yet they are not
normal	300	gutenberg/6/6/3/6630/old/6630.txt	0.73	295	rings, while one or two huge masses seem to give promise of transformation into stellar bodies of unusual magnitude. I say ``rings'' because although the loops encompassing the Andromeda Nebula have been called spirals by those who wish utterly to demolish Laplace's hypothesis, yet they are not
normal	300	gutenberg/6/6/3/6630/old/cusky10.txt	0.73	295	rings, while one or two huge masses seem to give promise of transformation into stellar bodies of unusual magnitude. I say ``rings'' because although the loops encompassing the Andromeda Nebula have been called spirals by those who wish utterly to demolish Laplace's hypothesis, yet they are not
normal	300	gutenberg/5/8/7/1/58711/58711-0.txt	0.73	295	lodged at a place where dozens besides themselves might as reasonably be suspected of the crime. This beggars’ howf was in the Grassmarket, and its occupants had such a reputation for stealing from one another that I scarcely expected Bell or Pauley to be so foolish as leave their plunder about
normal	300	gutenberg/5/4/2/8/54284/54284-0.txt	0.73	296	of a parcel of gunpowder,—an accident that gave his companions much anxiety, “being lyable ourselves every moment to misfortune,” says Dampier, “and none to look after us but him.” On several occasions many of them were nearly drowned whilst fording rivers swollen with rains. The difficulties in
normal	300	gutenberg/5/4/2/8/54284/old/54284-0.txt	0.73	300	of a parcel of gunpowder,—an accident that gave his companions much anxiety, “being lyable ourselves every moment to misfortune,” says Dampier, “and none to look after us but him.” On several occasions many of them were nearly drowned whilst fording rivers swollen with rains. The difficulties in the
normal	300	gutenberg/4/9/6/8/49681/49681-0.txt	0.73	297	the day. But his valorous and impetuous disposition caused him to reject the counsels of prudence. He burned to mingle with the fight. “By Saint Louis!” he cried to Bonnivet, who was sheathed from head to foot in glittering mail, and bestrode a powerful charger, “I cannot look tamely on and allow
normal	300	gutenberg/4/9/6/8/49681/old/49681-0.txt	0.73	297	day. But his valorous and impetuous disposition caused him to reject the counsels of prudence. He burned to mingle with the fight. “By Saint Louis!” he cried to Bonnivet, who was sheathed from head to foot in glittering mail, and bestrode a powerful charger, “I cannot look tamely on and allow the
normal	300	gutenberg/7/1/2/2/71228/71228-0.txt	0.73	300	delighted, because it supports her own conduct in marrying Brackenbury.... Even Phyllida had a good word for me--which was so gratifying! "I hope you're all as pleased as we are," she said, with a funny, unsmiling expression. Almost antagonistic... I noticed that she had Hilda's trick of looking you
normal	300	gutenberg/7/4/3/6/74367/74367-0.txt	0.73	299	operatic stages. For this way singing will become a dignified profession instead of a spurious and uncertain career, at which the vast majority of those who follow it can expect to earn but a pittance. The fact should be very clearly forced home upon students that voice alone does not make a public
normal	300	gutenberg/6/0/0/4/60047/old/60047-0.txt	0.73	300	into the country in all directions, and the wide-spread growth of trees upon the hills as far as the eye can see. It is said that Germans are gradually returning now to Tsingtao, but the little cloven-footed people from the east are much more in evidence. The largely Japanese shops are a trifle mean
normal	300	gutenberg/6/0/0/4/60047/60047-0.txt	0.73	299	the country in all directions, and the wide-spread growth of trees upon the hills as far as the eye can see. It is said that Germans are gradually returning now to Tsingtao, but the little cloven-footed people from the east are much more in evidence. The largely Japanese shops are a trifle mean and
normal	300	gutenberg/6/9/1/6918/6918-8.txt	0.73	298	he could, certain passages of what they termed his "false and frivolous narrative." Castillo, hoping little from a defence before such a prejudiced tribunal, resolutely kept his peace; and it might have gone hard with him, had it not been for his ecclesiastical profession. He subsequently escaped,
normal	300	gutenberg/4/4/0/2/44026/old/44026-8.txt	0.73	298	worth fourpence, most likely." Now, it is for ladies who do not know much about hacks, yet who want to learn, that I am writing this chapter. The subject is a very useful one, and might be readily enlarged upon, but I shall be as concise as possible. Hacks in the olden days were capable of immense
normal	300	gutenberg/4/4/0/2/44026/old/44026.txt	0.73	298	worth fourpence, most likely." Now, it is for ladies who do not know much about hacks, yet who want to learn, that I am writing this chapter. The subject is a very useful one, and might be readily enlarged upon, but I shall be as concise as possible. Hacks in the olden days were capable of immense
normal	300	gutenberg/3/7/4/1/37413/37413.txt	0.73	297	the man to employ agents incapable of baffling a village policeman. The room which Beaumanoir occupied was the great state bed-chamber that had been used by his predecessors from time immemorial--a gaunt apartment with a cavernous fireplace and heavily curtained mullioned windows. He did not like
normal	300	gutenberg/3/7/4/1/37413/37413-8.txt	0.73	299	to employ agents incapable of baffling a village policeman. The room which Beaumanoir occupied was the great state bed-chamber that had been used by his predecessors from time immemorial--a gaunt apartment with a cavernous fireplace and heavily curtained mullioned windows. He did not like the room,
normal	300	gutenberg/4/2/9/4299/4299.txt	0.73	300	the defect of his character. This morning's events had startled him, and given a shock to his imagination; but already he viewed them and their consequences with a self-possession which differed little from unconcern. Bennet Frothingham, no doubt, had played a rascally game, foreseeing all along the
normal	300	gutenberg/4/2/9/4299/old/whrpl10.txt	0.73	300	the defect of his character. This morning's events had startled him, and given a shock to his imagination; but already he viewed them and their consequences with a self-possession which differed little from unconcern. Bennet Frothingham, no doubt, had played a rascally game, foreseeing all along the
normal	300	gutenberg/3/1/5/3/31532/31532.txt	0.73	300	which the lady-reader has been looking out so long in vain. I started. The journey to Miranda I pass by. One is not qualified to write an essay on a country from inspection through the windows of a railway-carriage in motion, more particularly at night. As well attempt to describe a veiled panorama,
normal	300	gutenberg/3/1/5/3/31532/31532-8.txt	0.73	300	which the lady-reader has been looking out so long in vain. I started. The journey to Miranda I pass by. One is not qualified to write an essay on a country from inspection through the windows of a railway-carriage in motion, more particularly at night. As well attempt to describe a veiled panorama,
normal	300	gutenberg/8/8/8/8880/8880-0.txt	0.73	298	object of his attentions, and leaves nothing to doubt, or uncertainty.” “I am glad you approve of such fair and frank proceedings;--though but a moment remains to say what I wish, it will suffice to add, that the course Guert Ten Eyck has taken towards Mary Wallace, Cornelius Littlepage would wish
normal	300	gutenberg/3/5/9/3/35933/35933-8.txt	0.73	300	modernised church, and a few noble limes overshadowing the graves. The house where the circumnavigator was born was little better than a clay hovel of two rooms. It has long since disappeared; but the field on which it stood is still called "Cook's Garth." The parish register contains an entry under
normal	300	gutenberg/3/5/9/3/35933/35933.txt	0.73	300	modernised church, and a few noble limes overshadowing the graves. The house where the circumnavigator was born was little better than a clay hovel of two rooms. It has long since disappeared; but the field on which it stood is still called "Cook's Garth." The parish register contains an entry under
normal	300	gutenberg/4/8/9/6/48960/48960-0.txt	0.73	300	of most enormous length. The horses are taught a delightful amble, upon which some of them can be made to proceed with great speed. The river Capibaribe is navigable during the whole year as far as Apepucos, half a league beyond Monteiro, the village at which my new acquaintance was now residing. It
normal	300	gutenberg/4/8/9/6/48960/old/48960-0.txt	0.73	300	of most enormous length. The horses are taught a delightful amble, upon which some of them can be made to proceed with great speed. The river Capibaribe is navigable during the whole year as far as Apepucos, half a league beyond Monteiro, the village at which my new acquaintance was now residing. It
normal	300	gutenberg/1/0/3/9/10396/old/10396.txt	0.73	299	a device with a wooden arm from which hung an elastic rope. Harnessed in this, a performer could attempt all kinds of contortions without scoring a fall. Benares also showed Andy how to make effective standing somersaults by "the tuck trick," This was to grasp both legs tightly half-way between the
normal	300	gutenberg/1/0/3/9/10396/10396-0.txt	0.73	299	was a device with a wooden arm from which hung an elastic rope. Harnessed in this, a performer could attempt all kinds of contortions without scoring a fall. Benares also showed Andy how to make effective standing somersaults by "the tuck trick," This was to grasp both legs tightly half-way between
normal	300	gutenberg/4/0/0/7/40078/old/40078-8.txt	0.73	298	did not appreciate his power. The consequence was that he allowed me to bully him unmercifully, and his accounts of my prowess gained for me a fighter's reputation in the village, a fictitious notoriety which clung to me strangely enough for several years. Besides being called a "bad" boy I became
normal	300	gutenberg/4/0/0/7/40078/old/40078.txt	0.73	298	did not appreciate his power. The consequence was that he allowed me to bully him unmercifully, and his accounts of my prowess gained for me a fighter's reputation in the village, a fictitious notoriety which clung to me strangely enough for several years. Besides being called a "bad" boy I became
normal	300	gutenberg/4/0/0/7/40078/40078-0.txt	0.73	298	did not appreciate his power. The consequence was that he allowed me to bully him unmercifully, and his accounts of my prowess gained for me a fighter's reputation in the village, a fictitious notoriety which clung to me strangely enough for several years. Besides being called a "bad" boy I became
normal	300	gutenberg/3/8/5/2/38521/old/38521.txt	0.73	298	Rumour passed into a condition almost hysterical when builders arrived, demolished the two old cottages, erected a gabled villa of suburban type, and set up against the street a massive noticeboard, which looked as if it had been designed for some important railway station; but instead of yielding
normal	300	gutenberg/3/8/5/2/38521/38521-0.txt	0.73	298	Rumour passed into a condition almost hysterical when builders arrived, demolished the two old cottages, erected a gabled villa of suburban type, and set up against the street a massive noticeboard, which looked as if it had been designed for some important railway station; but instead of yielding
normal	300	gutenberg/3/8/5/2/38521/old/38521-8.txt	0.73	298	Rumour passed into a condition almost hysterical when builders arrived, demolished the two old cottages, erected a gabled villa of suburban type, and set up against the street a massive noticeboard, which looked as if it had been designed for some important railway station; but instead of yielding
normal	300	gutenberg/6/6/8/3/66831/66831-0.txt	0.73	298	much too bad to hold. It grew beautifully less every year, and then suddenly disappeared. Many dry eyes witnessed its departure. If abhorrence of a fashion cannot keep women from slavishly following it, they naturally remain unmoved by outside counsel and criticism. For years the doctors exhausted
normal	600	gutenberg/1/6/9/9/16999/16999-8.txt	0.82	600	this day, "_Princeps Konak_." This mixture of the coarse, but picturesque features of oriental life, with the dilapidated stateliness of palaces in the style of the full-bottom-wigged Vanbrughs of Austria, has the oddest effect imaginable. The Turks remaining in Belgrade have mostly sunk into poverty, and occupy themselves principally with water-carrying, wood-splitting, &c. The better class latterly kept up their position, by making good sales of houses and shops; for building ground is now in some situations very expensive. Mr. Fonblanque pays 100�. sterling per annum for his rooms, which is
normal	600	gutenberg/1/6/9/9/16999/16999.txt	0.82	598	"_Princeps Konak_." This mixture of the coarse, but picturesque features of oriental life, with the dilapidated stateliness of palaces in the style of the full-bottom-wigged Vanbrughs of Austria, has the oddest effect imaginable. The Turks remaining in Belgrade have mostly sunk into poverty, and occupy themselves principally with water-carrying, wood-splitting, &c. The better class latterly kept up their position, by making good sales of houses and shops; for building ground is now in some situations very expensive. Mr. Fonblanque pays 100L. sterling per annum for his rooms, which is a great
normal	600	gutenberg/6/6/7/4/66749/old/66749-0.txt	0.82	596	and praising scientifically its points of beauty. The poor animal showed tokens of over fatigue, yet still he did not refuse his food, and the cavalier marked with joy that his eye grew brighter and his knees firmer after feeding. They then entered the cottage, and the soldier's eye was attracted from more sacred emblems by a sword which was suspended over a picture of the Virgin:--"You belong to our Chivalry!" he exclaimed, while his countenance lighted up with joyful recognition. "Now I belong to the holy order whose badge I wear," the monk replied, pointing to his Benedictine dress. "In
